"","ID","description","temp","sunset","sunrise","epochTime","code","city","date"
"1","c61212ee-a9f6-11e8-9c87-f25a815166f6","Breezy",6,"8:33 pm","6:42 am",1535373798.49,"23","Calgary",2018-08-27 06:43:18
"2","88bf130c-c417-11e8-805f-025dd6774da2","Showers",3,"7:6 pm","7:19 am",1538246599.23,"11","Medicine Hat",2018-09-29 12:43:19
"3","73e70e80-b44f-11e8-bb60-f6c0f0ab83f2","Mostly Cloudy",10,"8:4 pm","7:2 am",1536511397.47,"28","Calgary",2018-09-09 10:43:17
"4","e56495da-c36f-11e8-8f8b-924eb8b2cf9b","Cloudy",5,"7:18 pm","7:30 am",1538174599.22,"26","Edmonton",2018-09-28 16:43:19
"5","ca426fd2-af5d-11e8-9ec8-9a37062c45a2","Partly Cloudy",13,"8:3 pm","6:40 am",1535967799.5,"29","Medicine Hat",2018-09-03 03:43:19
"6","2c853930-aaaf-11e8-b83a-def8d18b9584","Partly Cloudy",5,"8:31 pm","6:43 am",1535452997.77,"29","Calgary",2018-08-28 04:43:17
"7","8f283f62-aab7-11e8-b83a-def8d18b9584","Mostly Cloudy",8,"8:34 pm","6:36 am",1535456599.23,"27","Edmonton",2018-08-28 05:43:19
"8","c5038dfa-b6fe-11e8-855d-76084866ebfd","Cloudy",6,"7:58 pm","7:7 am",1536806597.81,"26","Calgary",2018-09-12 20:43:17
"9","bb44064e-b3d1-11e8-a631-1e41d851fb68","Mostly Sunny",16,"8:7 pm","6:58 am",1536457400.61,"34","Red Deer",2018-09-08 19:43:20
"10","0aa19312-ac63-11e8-b975-3a21f02c5ba9","Mostly Sunny",9,"8:28 pm","6:43 am",1535640201.49,"34","Red Deer",2018-08-30 08:43:21
"11","4b0f0fba-ba0a-11e8-a4fb-4e41101ef2ab","Cloudy",3,"7:48 pm","7:11 am",1537141400.65,"26","Red Deer",2018-09-16 17:43:20
"12","2867bf64-c7a9-11e8-91cb-bed55c82e76a","Cloudy",-5,"7:8 pm","7:41 am",1538638997.61,"26","Calgary",2018-10-04 01:43:17
"13","15908480-aad9-11e8-b83a-def8d18b9584","Mostly Sunny",12,"8:24 pm","6:41 am",1535470998.12,"34","Lethbridge",2018-08-28 09:43:18
"14","28dbeb6a-baa1-11e8-ab8d-3e234d920b2e","Cloudy",3,"7:46 pm","7:14 am",1537206197.28,"26","Calgary",2018-09-17 11:43:17
"15","4ed43fa2-baba-11e8-ab8d-3e234d920b2e","Mostly Cloudy",8,"7:46 pm","7:14 am",1537216998.4,"28","Calgary",2018-09-17 14:43:18
"16","445e0166-b2d6-11e8-8ab9-4e5fe7d72624","Sunny",25,"8:9 pm","6:59 am",1536349397.46,"32","Calgary",2018-09-07 13:43:17
"17","258da65c-c40f-11e8-805f-025dd6774da2","Partly Cloudy",2,"7:19 pm","7:33 am",1538242996.84,"30","Calgary",2018-09-29 11:43:16
"18","b19867fe-bc8f-11e8-9c91-8a8178082c2e","Cloudy",3,"7:42 pm","7:17 am",1537418598.07,"26","Calgary",2018-09-19 22:43:18
"19","555cda72-b02f-11e8-92d7-a6aa23150927","Cloudy",6,"8:16 pm","6:54 am",1536057797.69,"26","Calgary",2018-09-04 04:43:17
"20","bbf2d816-b76b-11e8-8ca0-ceda79ebd692","Cloudy",0,"7:55 pm","7:8 am",1536853397.74,"26","Calgary",2018-09-13 09:43:17
"21","2479805a-c6f9-11e8-a383-a2e49549f8c2","Cloudy",-2,"7:6 pm","7:34 am",1538563399.59,"26","Lethbridge",2018-10-03 04:43:19
"22","9cd640d4-b802-11e8-b969-f6d90b7b43e5","Partly Cloudy",4,"7:39 pm","6:57 am",1536918199.55,"29","Medicine Hat",2018-09-14 03:43:19
"23","570ac1ea-c588-11e8-a771-02e425426ed6","Cloudy",0,"7:1 pm","7:23 am",1538405000.13,"26","Medicine Hat",2018-10-01 08:43:20
"24","7faa8ac6-b0f8-11e8-b421-f62e67cd8967","Clear",3,"8:13 pm","6:56 am",1536144197.51,"31","Calgary",2018-09-05 04:43:17
"25","0cd26a0a-b1ca-11e8-9868-52f41986eb6e","Cloudy",7,"8:12 pm","6:52 am",1536234199.14,"26","Edmonton",2018-09-06 05:43:19
"26","17d1e914-b4f7-11e8-8577-7ac58b32d6a8","Mostly Clear",8,"7:56 pm","7:0 am",1536583398.44,"33","Lethbridge",2018-09-10 06:43:18
"27","e1d81dc6-bfd5-11e8-b902-ceefc08da6a7","Cloudy",4,"7:30 pm","7:25 am",1537778597.28,"26","Calgary",2018-09-24 02:43:17
"28","c549e634-a9dd-11e8-bd70-e6c384b06138","Showers",10,"8:26 pm","6:39 am",1535363059.76,"11","Lethbridge",2018-08-27 03:44:19
"29","c5582a62-c406-11e8-805f-025dd6774da2","Showers",3,"7:6 pm","7:19 am",1538239399.45,"11","Medicine Hat",2018-09-29 10:43:19
"30","21fc9b0c-c35f-11e8-8f8b-924eb8b2cf9b","Cloudy",8,"7:8 pm","7:18 am",1538167399.43,"26","Medicine Hat",2018-09-28 14:43:19
"31","2cbab922-b133-11e8-bf7f-62365e4014fd","Partly Cloudy",12,"8:15 pm","6:50 am",1536169398.67,"30","Edmonton",2018-09-05 11:43:18
"32","2a5f073c-bc6e-11e8-9c91-8a8178082c2e","Mostly Cloudy",10,"7:42 pm","7:17 am",1537404197.81,"28","Calgary",2018-09-19 18:43:17
"33","89cccc1a-bd93-11e8-aa16-26d5954e64f9","Cloudy",3,"7:36 pm","7:19 am",1537530200.45,"26","Red Deer",2018-09-21 05:43:20
"34","e2b8bca4-c1a2-11e8-ae7f-ea2112319526","Mostly Cloudy",7,"7:26 pm","7:29 am",1537976596.74,"28","Calgary",2018-09-26 09:43:16
"35","7cdb726a-b215-11e8-aabc-5acaff5580da","Sunny",16,"7:56 pm","6:45 am",1536266599.36,"32","Medicine Hat",2018-09-06 14:43:19
"36","b152dcc4-b43e-11e8-bb60-f6c0f0ab83f2","Mostly Cloudy",13,"7:50 pm","6:49 am",1536504199.08,"28","Medicine Hat",2018-09-09 08:43:19
"37","fb903fde-b470-11e8-954d-0ed6142a1cfe","Cloudy",12,"8:5 pm","6:57 am",1536525798.47,"26","Edmonton",2018-09-09 14:43:18
"38","a2814f52-b3fb-11e8-a4f9-72f3a188cf1a","Cloudy",14,"7:58 pm","6:59 am",1536475397.93,"26","Lethbridge",2018-09-09 00:43:17
"39","375bebfa-bf9b-11e8-b297-aa7de8738351","Mostly Cloudy",6,"7:32 pm","7:23 am",1537753400.44,"28","Red Deer",2018-09-23 19:43:20
"40","1929a8ba-bf15-11e8-b2a6-22eccefa44fe","Cloudy",0,"7:32 pm","7:24 am",1537695797.22,"26","Calgary",2018-09-23 03:43:17
"41","3431d2fa-b57d-11e8-b91c-1e6802ae2e5d","Mostly Cloudy",13,"7:56 pm","7:0 am",1536640998.6,"27","Lethbridge",2018-09-10 22:43:18
"42","f0ee1450-c69c-11e8-9ae6-aa048205402a","Cloudy",1,"7:9 pm","7:37 am",1538523799.41,"26","Edmonton",2018-10-02 17:43:19
"43","b2695a6e-adba-11e8-bfaa-12104dc19c01","Cloudy",11,"8:23 pm","6:46 am",1535787800.36,"26","Red Deer",2018-09-01 01:43:20
"44","0e31f98a-c26c-11e8-b27e-02fb975da852","Mostly Cloudy",2,"7:21 pm","7:28 am",1538062998.52,"28","Edmonton",2018-09-27 09:43:18
"45","76d79414-b7e9-11e8-b969-f6d90b7b43e5","Mostly Cloudy",0,"7:53 pm","7:6 am",1536907398.39,"27","Edmonton",2018-09-14 00:43:18
"46","a4bac2f4-bc4c-11e8-8f3a-1e0db882a773","Cloudy",11,"7:28 pm","7:4 am",1537389800.2,"26","Medicine Hat",2018-09-19 14:43:20
"47","85d5a12c-c8ce-11e8-86c7-feb6af3048c6","Mostly Cloudy",2,"7:5 pm","7:43 am",1538764996.9,"28","Calgary",2018-10-05 12:43:16
"48","2bd20dd0-b250-11e8-a56f-e63e01dff2e9","Cloudy",15,"8:12 pm","6:52 am",1536291803.71,"26","Edmonton",2018-09-06 21:43:23
"49","7628d6ce-be6d-11e8-93f9-d6d424f185df","Cloudy",5,"7:30 pm","7:18 am",1537623797.79,"26","Lethbridge",2018-09-22 07:43:17
"50","9b02ef4e-bcb9-11e8-9280-0e43fa6a19cd","Mostly Clear",2,"7:38 pm","7:16 am",1537436599.04,"33","Edmonton",2018-09-20 03:43:19
"51","6ac50794-c1c4-11e8-945f-6e95b180beb7","Mostly Cloudy",17,"7:21 pm","7:24 am",1537990998.38,"28","Lethbridge",2018-09-26 13:43:18
"52","81178982-b949-11e8-884c-ea7cfb15f3e4","Cloudy",1,"7:50 pm","7:7 am",1537058598.44,"26","Edmonton",2018-09-15 18:43:18
"53","20c6abd8-ae06-11e8-b15c-52d2c961a9b6","Partly Cloudy",11,"8:22 pm","6:49 am",1535820197.77,"30","Calgary",2018-09-01 10:43:17
"54","6c704058-c391-11e8-b07a-827bcbd92321","Cloudy",2,"7:18 pm","7:30 am",1538188999.18,"26","Edmonton",2018-09-28 20:43:19
"55","0fe37496-b0ad-11e8-b4b3-feb107bf9727","Partly Cloudy",11,"8:16 pm","6:54 am",1536111797.72,"30","Calgary",2018-09-04 19:43:17
"56","ac431a38-b38e-11e8-9c97-62c5c9819d23","Mostly Cloudy",23,"7:52 pm","6:48 am",1536428599.16,"28","Medicine Hat",2018-09-08 11:43:19
"57","8ac0f1a0-c7b1-11e8-91cb-bed55c82e76a","Cloudy",-1,"7:4 pm","7:41 am",1538642598.58,"26","Edmonton",2018-10-04 02:43:18
"58","ce2e9436-c399-11e8-b07a-827bcbd92321","Mostly Cloudy",5,"7:8 pm","7:18 am",1538192599.14,"27","Medicine Hat",2018-09-28 21:43:19
"59","056a3c82-c2d9-11e8-967e-a2c7f280c922","Mostly Cloudy",3,"7:21 pm","7:28 am",1538109798.93,"27","Edmonton",2018-09-27 22:43:18
"60","fa55b194-aa52-11e8-a482-e23d0375db13","Cloudy",12,"8:34 pm","6:38 am",1535413399.88,"26","Red Deer",2018-08-27 17:43:19
"61","bf946b6a-b64e-11e8-9d91-3a4116f5c9ff","Cloudy",7,"8:0 pm","7:5 am",1536730997.27,"26","Calgary",2018-09-11 23:43:17
"62","a138cb6a-b6e5-11e8-bcb4-6e748cf54df8","Cloudy",3,"7:58 pm","7:4 am",1536795800.34,"26","Red Deer",2018-09-12 17:43:20
"63","e51a9836-ae16-11e8-b15c-52d2c961a9b6","Breezy",12,"8:24 pm","6:43 am",1535827399.1,"23","Edmonton",2018-09-01 12:43:19
"64","d48b9656-c616-11e8-9a92-eaf87e55bada","Cloudy",0,"7:9 pm","7:37 am",1538466199.23,"26","Edmonton",2018-10-02 01:43:19
"65","92f4ff82-b1eb-11e8-9868-52f41986eb6e","Sunny",10,"8:5 pm","6:54 am",1536248597.58,"32","Lethbridge",2018-09-06 09:43:17
"66","3e635298-a9d5-11e8-8168-e6c384b06138","Showers",8,"8:33 pm","6:42 am",1535359397.46,"11","Calgary",2018-08-27 02:43:17
"67","56321278-c588-11e8-a771-02e425426ed6","Mostly Cloudy",-1,"7:10 pm","7:31 am",1538404998.71,"28","Lethbridge",2018-10-01 08:43:18
"68","1c8c7c4a-bc2b-11e8-8f3a-1e0db882a773","Mostly Cloudy",5,"7:42 pm","7:17 am",1537375398.34,"28","Calgary",2018-09-19 10:43:18
"69","cd429082-ac73-11e8-b975-3a21f02c5ba9","Mostly Sunny",16,"8:11 pm","6:34 am",1535647399.97,"34","Medicine Hat",2018-08-30 10:43:19
"70","f086ef94-aabf-11e8-b83a-def8d18b9584","Partly Cloudy",5,"8:24 pm","6:41 am",1535460198.57,"29","Lethbridge",2018-08-28 06:43:18
"71","9fdc032e-bd69-11e8-aa16-26d5954e64f9","Cloudy",7,"7:32 pm","7:16 am",1537512198.6,"26","Lethbridge",2018-09-21 00:43:18
"72","41caf574-ad6f-11e8-b37c-7a41d0964997","Mostly Sunny",21,"8:9 pm","6:36 am",1535755399.16,"34","Medicine Hat",2018-08-31 16:43:19
"73","d6188f2a-c32c-11e8-8d4c-b26320fb89b9","Mostly Cloudy",1,"7:21 pm","7:32 am",1538145797.27,"28","Calgary",2018-09-28 08:43:17
"74","df500384-c0f2-11e8-9e4a-8e9a168fb4dc","Sunny",12,"7:14 pm","7:13 am",1537900999.6,"32","Medicine Hat",2018-09-25 12:43:19
"75","958fd0ce-af01-11e8-9f8e-5ebfc7b70ef6","Partly Cloudy",19,"8:20 pm","6:51 am",1535928197.39,"30","Calgary",2018-09-02 16:43:17
"76","02ad7842-b8bb-11e8-9a81-de63093582c5","Partly Cloudy",5,"7:45 pm","7:7 am",1536997397.81,"29","Lethbridge",2018-09-15 01:43:17
"77","a33969f0-ad77-11e8-b37c-7a41d0964997","Mostly Cloudy",18,"8:27 pm","6:41 am",1535758998.6,"28","Edmonton",2018-08-31 17:43:18
"78","44453b56-b95a-11e8-884c-ea7cfb15f3e4","Cloudy",10,"7:45 pm","7:7 am",1537065797.84,"26","Lethbridge",2018-09-15 20:43:17
"79","e6e0efb6-afe3-11e8-b76b-4aaf8d9ddbf5","Mostly Sunny",14,"8:3 pm","6:40 am",1536025400.07,"34","Medicine Hat",2018-09-03 19:43:20
"80","5797d80c-c0d1-11e8-82c4-bec39fd5beb4","Clear",2,"7:26 pm","7:25 am",1537886598.51,"31","Edmonton",2018-09-25 08:43:18
"81","26337114-c242-11e8-b27e-02fb975da852","Cloudy",4,"7:21 pm","7:28 am",1538044999.93,"26","Edmonton",2018-09-27 04:43:19
"82","c904f8c8-bc65-11e8-9c91-8a8178082c2e","Cloudy",10,"7:36 pm","7:13 am",1537400598.51,"26","Lethbridge",2018-09-19 17:43:18
"83","cadd98e8-a9ab-11e8-bb8c-76a8a0c12304","Mostly Cloudy",12,"8:38 pm","6:32 am",1535341594.28,"27","Edmonton",2018-08-26 21:46:34
"84","dc2f5870-ae83-11e8-a8f0-92ec0da79284","Showers",10,"8:5 pm","6:39 am",1535874199.28,"11","Medicine Hat",2018-09-02 01:43:19
"85","4c7b9082-bf71-11e8-90aa-124b4fe66148","Mostly Cloudy",7,"7:32 pm","7:24 am",1537735397.02,"28","Calgary",2018-09-23 14:43:17
"86","c1253736-c6f0-11e8-983f-9e283736f851","Cloudy",-3,"7:10 pm","7:40 am",1538559796.97,"26","Calgary",2018-10-03 03:43:16
"87","b4dcd682-aad0-11e8-b83a-def8d18b9584","Partly Cloudy",9,"8:15 pm","6:31 am",1535467399.91,"30","Medicine Hat",2018-08-28 08:43:19
"88","b49516a8-c029-11e8-882a-c622a729cc2e","Partly Cloudy",11,"7:26 pm","7:21 am",1537814599.07,"30","Lethbridge",2018-09-24 12:43:19
"89","5e6e601c-afc2-11e8-ba0f-228570ea1b01","Mostly Cloudy",12,"8:18 pm","6:53 am",1536010997.76,"28","Calgary",2018-09-03 15:43:17
"90","d9ca364c-aae9-11e8-903f-36b368f482c1","Mostly Cloudy",16,"8:24 pm","6:41 am",1535478199.28,"28","Lethbridge",2018-08-28 11:43:19
"91","a1779e46-b22e-11e8-aabc-5acaff5580da","Sunny",23,"8:5 pm","6:54 am",1536277398.2,"32","Lethbridge",2018-09-06 17:43:18
"92","6b7e6044-b973-11e8-aa46-36da5cdb06e7","Cloudy",2,"7:50 pm","7:9 am",1537076601.06,"26","Red Deer",2018-09-15 23:43:21
"93","401338f8-b059-11e8-8bf6-9e3a22509cd8","Mostly Cloudy",8,"8:1 pm","6:42 am",1536075800.84,"28","Medicine Hat",2018-09-04 09:43:20
"94","1caba400-ad56-11e8-b37c-7a41d0964997","Mostly Sunny",18,"8:17 pm","6:45 am",1535744599.46,"34","Lethbridge",2018-08-31 13:43:19
"95","bd64a7c6-c80d-11e8-9d4d-1e599fe16f44","Cloudy",0,"7:8 pm","7:41 am",1538682197.24,"26","Calgary",2018-10-04 13:43:17
"96","49ad0d5a-b386-11e8-9c97-62c5c9819d23","Mostly Cloudy",17,"8:7 pm","7:0 am",1536424997.79,"28","Calgary",2018-09-08 10:43:17
"97","24f8c23c-a9e6-11e8-ac17-fe8c1293f210","Cloudy",6,"8:33 pm","6:42 am",1535366656.27,"26","Calgary",2018-08-27 04:44:16
"98","549f8950-c3bb-11e8-ac23-32438b29e0cf","Mostly Cloudy",4,"7:15 pm","7:28 am",1538206998.08,"27","Lethbridge",2018-09-29 01:43:18
"99","2eaf7292-ac7c-11e8-b975-3a21f02c5ba9","Breezy",13,"8:29 pm","6:39 am",1535650999.4,"23","Edmonton",2018-08-30 11:43:19
"100","285b4336-abcc-11e8-87c5-2e550193c182","Cloudy",21,"8:29 pm","6:45 am",1535575397.35,"26","Calgary",2018-08-29 14:43:17
"101","252d1d18-bbbe-11e8-b052-ce2c18b46326","Cloudy",5,"7:44 pm","7:16 am",1537328597.67,"26","Calgary",2018-09-18 21:43:17
"102","37f28b90-c168-11e8-8830-deddd04a9a5e","Cloudy",9,"7:23 pm","7:27 am",1537951399.42,"26","Edmonton",2018-09-26 02:43:19
"103","5a8162ec-c638-11e8-9a92-eaf87e55bada","Snow Showers",-2,"7:12 pm","7:38 am",1538480597.37,"14","Calgary",2018-10-02 05:43:17
"104","e8bf0126-ab2c-11e8-9c4b-a6b3487ee120","Partly Cloudy",17,"8:15 pm","6:31 am",1535507000.65,"30","Medicine Hat",2018-08-28 19:43:20
"105","2fc8bf92-c56f-11e8-a771-02e425426ed6","Cloudy",-2,"7:14 pm","7:36 am",1538394196.85,"26","Calgary",2018-10-01 05:43:16
"106","c073cdf4-c356-11e8-8f8b-924eb8b2cf9b","Mostly Cloudy",7,"7:8 pm","7:18 am",1538163799.82,"28","Medicine Hat",2018-09-28 13:43:19
"107","41e745a0-a9bc-11e8-b8d6-e6c384b06138","Mostly Cloudy",10,"8:38 pm","6:32 am",1535348665.94,"27","Edmonton",2018-08-26 23:44:25
"108","17c27c8e-b9ae-11e8-a0e7-8282dfea478d","Cloudy",2,"7:48 pm","7:11 am",1537101800.89,"26","Red Deer",2018-09-16 06:43:20
"109","e002e88e-bc3b-11e8-8f3a-1e0db882a773","Cloudy",8,"7:36 pm","7:13 am",1537382598.22,"26","Lethbridge",2018-09-19 12:43:18
"110","bdb394ba-b76b-11e8-8ca0-ceda79ebd692","Cloudy",0,"7:55 pm","7:6 am",1536853400.68,"26","Red Deer",2018-09-13 09:43:20
"111","48107400-a968-11e8-9b7b-b6f7f57d29c8","Mostly Cloudy",17,"8:35 pm","6:40 am",1535312598.55,"28","Calgary",2018-08-26 13:43:18
"112","c3c0a5aa-c06c-11e8-bab8-f6fe6ba6b01b","Mostly Clear",6,"7:29 pm","7:24 am",1537843400.8,"33","Red Deer",2018-09-24 20:43:20
"113","b0e40164-b43e-11e8-bb60-f6c0f0ab83f2","Mostly Cloudy",9,"8:5 pm","6:57 am",1536504198.35,"28","Edmonton",2018-09-09 08:43:18
"114","92d8771c-bef3-11e8-9d7d-62f3eb6f5f8f","Mostly Cloudy",4,"7:30 pm","7:18 am",1537681398.48,"27","Lethbridge",2018-09-22 23:43:18
"115","16ef98d4-c032-11e8-b120-2e7f0493d70c","Scattered Showers",11,"7:17 pm","7:12 am",1537818200.05,"39","Medicine Hat",2018-09-24 13:43:20
"116","2acc6608-ad99-11e8-bfaa-12104dc19c01","Cloudy",13,"8:27 pm","6:41 am",1535773399.44,"26","Edmonton",2018-08-31 21:43:19
"117","d54eb804-ac06-11e8-aedd-7a2372363a2c","Cloudy",15,"8:31 pm","6:38 am",1535600598.33,"26","Edmonton",2018-08-29 21:43:18
"118","a8db149c-bb2f-11e8-a5bd-1621b355ba70","Cloudy",2,"7:43 pm","7:14 am",1537267400.56,"26","Red Deer",2018-09-18 04:43:20
"119","b11977a8-c146-11e8-b9c4-0695ac9baeea","Partly Cloudy",7,"7:26 pm","7:25 am",1537936999.79,"29","Edmonton",2018-09-25 22:43:19
"120","137c22dc-bc98-11e8-9c91-8a8178082c2e","Partly Cloudy",4,"7:40 pm","7:14 am",1537422198.28,"29","Edmonton",2018-09-19 23:43:18
"121","2f1d51ba-b300-11e8-8f0e-fe6cca7c3925","Sunny",28,"7:54 pm","6:46 am",1536367400.66,"32","Medicine Hat",2018-09-07 18:43:20
"122","2035f99c-b2bd-11e8-8ab9-4e5fe7d72624","Partly Cloudy",15,"8:10 pm","6:53 am",1536338599.38,"30","Edmonton",2018-09-07 10:43:19
"123","9ae768a6-afb1-11e8-ba0f-228570ea1b01","Cloudy",10,"8:18 pm","6:53 am",1536003797.77,"26","Calgary",2018-09-03 13:43:17
"124","ede56c7a-b5fa-11e8-8c95-d6401a9e98ea","Partly Cloudy",15,"8:0 pm","7:5 am",1536694997.25,"30","Calgary",2018-09-11 13:43:17
"125","a7c7d42c-c837-11e8-a19b-820e686a87ec","Cloudy",2,"6:55 pm","7:27 am",1538700199.84,"26","Medicine Hat",2018-10-04 18:43:19
"126","47d551ac-ae1f-11e8-b15c-52d2c961a9b6","Breezy",13,"8:23 pm","6:46 am",1535831000.72,"23","Red Deer",2018-09-01 13:43:20
"127","9729fb46-b585-11e8-b91c-1e6802ae2e5d","Mostly Cloudy",7,"8:2 pm","7:1 am",1536644600.62,"27","Red Deer",2018-09-10 23:43:20
"128","fa9c078e-b470-11e8-954d-0ed6142a1cfe","Mostly Cloudy",15,"8:4 pm","7:2 am",1536525796.87,"28","Calgary",2018-09-09 14:43:16
"129","d4fa9b82-b0bd-11e8-b4b3-feb107bf9727","Mostly Cloudy",10,"8:1 pm","6:42 am",1536119000.33,"27","Medicine Hat",2018-09-04 21:43:20
"130","b4c51378-c6ad-11e8-9ae6-aa048205402a","Cloudy",-1,"7:10 pm","7:38 am",1538530999.93,"26","Red Deer",2018-10-02 19:43:19
"131","573ed558-b880-11e8-bb1c-ae036e6ca9c2","Cloudy",12,"7:39 pm","6:57 am",1536972199.39,"26","Medicine Hat",2018-09-14 18:43:19
"132","de0f3a66-a9c4-11e8-99cd-e6c384b06138","Rain",8,"8:33 pm","6:42 am",1535352363.9,"12","Calgary",2018-08-27 00:46:03
"133","e31235d6-ac49-11e8-b967-aec47ee002a6","Partly Cloudy",8,"8:27 pm","6:46 am",1535629397.7,"29","Calgary",2018-08-30 05:43:17
"134","cdc0ae4e-c399-11e8-b07a-827bcbd92321","Cloudy",1,"7:18 pm","7:30 am",1538192598.42,"26","Edmonton",2018-09-28 21:43:18
"135","7947750e-b332-11e8-8002-560f388e79e7","Mostly Cloudy",13,"8:7 pm","6:55 am",1536388999.93,"27","Edmonton",2018-09-08 00:43:19
"136","502d1680-baba-11e8-ab8d-3e234d920b2e","Partly Cloudy",14,"7:32 pm","7:1 am",1537217000.66,"30","Medicine Hat",2018-09-17 14:43:20
"137","a8768516-b4ab-11e8-b80d-52143dec33ac","Mostly Cloudy",9,"8:5 pm","6:57 am",1536550999.35,"27","Edmonton",2018-09-09 21:43:19
"138","5f1f5608-b646-11e8-9d91-3a4116f5c9ff","Mostly Cloudy",12,"7:45 pm","6:52 am",1536727399.47,"27","Medicine Hat",2018-09-11 22:43:19
"139","c396f082-aead-11e8-a8f0-92ec0da79284","Partly Cloudy",4,"8:20 pm","6:51 am",1535892196.88,"29","Calgary",2018-09-02 06:43:16
"140","ec179680-aa0f-11e8-888a-fe8c1293f210","Partly Cloudy",8,"8:36 pm","6:34 am",1535384599.7,"30","Edmonton",2018-08-27 09:43:19
"141","32d56a9e-b3b0-11e8-a631-1e41d851fb68","Breezy",25,"8:0 pm","6:57 am",1536442998.33,"23","Lethbridge",2018-09-08 15:43:18
"142","4742bcfe-b4a3-11e8-b80d-52143dec33ac","Partly Cloudy",17,"7:50 pm","6:49 am",1536547400.3,"29","Medicine Hat",2018-09-09 20:43:20
"143","406f0332-ad6f-11e8-b37c-7a41d0964997","Partly Cloudy",21,"8:24 pm","6:48 am",1535755396.88,"30","Calgary",2018-08-31 16:43:16
"144","a321981c-c103-11e8-9e4a-8e9a168fb4dc","Partly Cloudy",14,"7:14 pm","7:13 am",1537908200.08,"30","Medicine Hat",2018-09-25 14:43:20
"145","c8ce1b5e-b414-11e8-a4f9-72f3a188cf1a","Cloudy",13,"7:50 pm","6:49 am",1536486199.61,"26","Medicine Hat",2018-09-09 03:43:19
"146","51748546-c4d8-11e8-b7d9-6285214bf870","Cloudy",1,"7:4 pm","7:21 am",1538329399.34,"26","Medicine Hat",2018-09-30 11:43:19
"147","df433e8c-c2bf-11e8-967e-a2c7f280c922","Mostly Cloudy",3,"7:23 pm","7:30 am",1538098997.51,"28","Calgary",2018-09-27 19:43:17
"148","c6412b48-b247-11e8-a56f-e63e01dff2e9","Partly Cloudy",17,"8:11 pm","6:57 am",1536288197.34,"30","Calgary",2018-09-06 20:43:17
"149","ff5cb11c-b9d7-11e8-a0e7-8282dfea478d","Rain And Snow",1,"7:48 pm","7:9 am",1537119798.82,"5","Edmonton",2018-09-16 11:43:18
"150","deaaba28-ab99-11e8-b988-f2ac982f60ec","Partly Cloudy",14,"8:22 pm","6:42 am",1535553798.89,"30","Lethbridge",2018-08-29 08:43:18
"151","2ac1c1c0-c4bf-11e8-b7d9-6285214bf870","Cloudy",-3,"7:17 pm","7:35 am",1538318596.99,"26","Calgary",2018-09-30 08:43:16
"152","61729886-bbad-11e8-8c99-da863fc448ed","Cloudy",6,"7:44 pm","7:16 am",1537321397.34,"26","Calgary",2018-09-18 19:43:17
"153","5085a3ca-b436-11e8-bb60-f6c0f0ab83f2","Cloudy",7,"8:5 pm","7:0 am",1536500600.7,"26","Red Deer",2018-09-09 07:43:20
"154","e36f67b2-b2cd-11e8-8ab9-4e5fe7d72624","Mostly Sunny",18,"8:10 pm","6:53 am",1536345798.86,"34","Edmonton",2018-09-07 12:43:18
"155","eed742fc-b5fa-11e8-8c95-d6401a9e98ea","Mostly Cloudy",12,"8:0 pm","7:0 am",1536694998.83,"28","Edmonton",2018-09-11 13:43:18
"156","2b35a014-ad99-11e8-bfaa-12104dc19c01","Clear",14,"8:9 pm","6:36 am",1535773400.13,"31","Medicine Hat",2018-08-31 21:43:20
"157","a4248094-b5c8-11e8-848f-96017969637d","Cloudy",7,"8:0 pm","7:0 am",1536673398.67,"26","Edmonton",2018-09-11 07:43:18
"158","710b869e-ba23-11e8-b1c1-3ee927ef7a29","Cloudy",2,"7:48 pm","7:11 am",1537152201.8,"26","Red Deer",2018-09-16 20:43:21
"159","49eddec8-b83d-11e8-b6ab-8ed058215a45","Mostly Cloudy",7,"7:39 pm","6:57 am",1536943400.76,"28","Medicine Hat",2018-09-14 10:43:20
"160","841b5cf6-bce3-11e8-9f18-02ec64aa7b9f","Mostly Cloudy",3,"7:38 pm","7:16 am",1537454599.48,"28","Edmonton",2018-09-20 08:43:19
"161","8f1fa05c-b13b-11e8-bf7f-62365e4014fd","Partly Cloudy",19,"7:58 pm","6:43 am",1536172999.72,"30","Medicine Hat",2018-09-05 12:43:19
"162","03f9b9b4-c10c-11e8-9e4a-8e9a168fb4dc","Partly Cloudy",15,"7:23 pm","7:22 am",1537911798.53,"30","Lethbridge",2018-09-25 15:43:18
"163","b8596e90-b888-11e8-bb1c-ae036e6ca9c2","Mostly Sunny",11,"7:47 pm","7:6 am",1536975798.27,"34","Lethbridge",2018-09-14 19:43:18
"164","87d87e4e-b542-11e8-9a9e-3a57690bc81d","Cloudy",10,"8:2 pm","6:59 am",1536615798.64,"26","Edmonton",2018-09-10 15:43:18
"165","eca5d9e6-b260-11e8-a56f-e63e01dff2e9","Clear",15,"7:56 pm","6:45 am",1536298999.17,"31","Medicine Hat",2018-09-06 23:43:19
"166","c8dc295e-ad90-11e8-b37c-7a41d0964997","Mostly Sunny",16,"8:9 pm","6:36 am",1535769799.16,"34","Medicine Hat",2018-08-31 20:43:19
